text,text_english,likes,comments,shares,engagement_label,url
"Medicube Deep Vita C Capsule Cream කියන්නේ මොකක්ද? 🍋🌸
         
💦මේක මූණේ තියෙන කළු ලප (Dark Spots) මකලා, හමට හොඳ දීප්තිමත් පෙනුමක් (Glow) ලබා දෙන විශේෂ ක්‍රීම් එකක්. මෙහි ඇති විශේෂත්වය තමයි ක්‍රීම් එක ඇතුළේ තියෙන පුංචි Vitamin C කරල් (Capsules).

මේ ක්‍රීම් එකෙන් ලැබෙන ප්‍රයෝජන:• 

💧හම පැහැපත් කිරීම: මූණේ තියෙන අඳුරු ගතිය නැති කරලා හමට දීප්තිමත් පෙනුමක් ලබා දෙනවා.• 
💧කළු ලප අඩු කිරීම: කුරුලෑ නිසා ඇති වුණු ලප සහ අව්වට පිළිස්සුණු ලප (Pigmentation) මකා දමන්න උදව් වෙනවා.
💧තෙතමනය රැකදීම: හම වියළෙන්න දෙන්නේ නැතුව හොඳින් පෝෂණය කරන නිසා තරුණ පෙනුමක් ලැබෙනවා.
💧Glass Skin: හමට නිරෝගී සහ වීදුරුවක් වැනි දිදුලන පෙනුමක් ලබා දෙනවා.

භාවිතා කරන ආකාරය:
1. මුලින්ම මූණ හොඳින් පිරිසිදු කරගන්න.
2. ක්‍රීම් එක මූණේ ගාන විට, එහි ඇති පුංචි කරල් (Capsules) හමට හොඳින් උරාගන්නා තෙක් මෘදුව සම්බාහනය (Massage) කරන්න.
3. එවිට නැවුම් විටමින් C සෘජුවම හම ඇතුළට උරා ගන්නවා.
🍋විශේෂ උපදෙසක්:මෙහි Vitamin C අඩංගු නිසා, දවල් කාලයේදී මේ ක්‍රීම් එක පාවිච්චි කරනවා නම් අනිවාර්යයෙන්ම Sunscreen එකක් පාවිච්චි කරන්න.

වැඩි විස්තර සඳහා අමතන්න: 📞 076 629 4351.

#koreanskincare #glassskinroutine #OrderNowDeliverNow #luxurycosmetics #ordernow #GlassSkin #srilanka #kbeauty #import","What is Medicube Deep Vita C Capsule Cream?🍋🌸

💦This is a special cream that erases the dark spots on the face and gives a good glow to the skin.The specialty here is the small Vitamin C capsules inside the cream.

Benefits of this cream:

💧Skin brightening: It removes the dullness of the face and gives a bright look to the skin.•
💧Reduction of dark spots: It helps to erase spots caused by acne and sun burnt spots (Pigmentation).
💧Moisturization: Nourishes the skin without letting it dry out, giving it a youthful appearance.
💧Glass Skin: Gives the skin a healthy and glassy glow.

How to use:
1. Clean the face first.
2. When you rub the cream on your face, gently massage the capsules until they are well absorbed by the skin.
3. Fresh vitamin C is then absorbed directly into the skin.
🍋Special advice: Because it contains Vitamin C, if you use this cream during the day, definitely use a sunscreen.

For more details call: 📞 076 629 4351.

#koreanskincare #glassskinroutine #OrderNowDeliverNow #luxurycosmetics #ordernow #GlassSkin #srilanka #kbeauty #import",16.0,6.0,42.0,high,https://www.facebook.com/61576421783955/videos/2139734296826441/
"Glass skin එකකට secret එක දැන් ඔයාටත් 💕
Hydration ✔️
Brightening ✔️
Clear glowing skin ✔️

Glow වෙන එක dream එකක් නෙමෙයි… routine එකක් 😌
 
Limited Stock Alert 🚨

Original Korean Face Sheet Masks 🇰🇷– Best Prices 💕

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts","The secret to a glass skin is now for you too 💕
Hydration ✔️
Brightening ✔️
Clear glowing skin ✔️

Glowing is not a dream... it's a routine 😌

Limited Stock Alert 🚨

Original Korean Face Sheet Masks 🇰🇷 – Best Prices 💕

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts",13.0,38.0,30.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02ZCGwdAVnmtQuA3K3FuR9UvPnsGytm8YULRJ8dzGR26nT1PmoqFShnDF8DZ3PjRQhl&id=61583800496622
"🌟 ඔබේ මුහුණට instant glow එකක් ඕනේද?
Glitz Beauty වෙතින් Original Korean Face Sheet Masks 💖
💧 Hydrating | Brightening | Refreshing

📦 Limited stock!!🚨

📩 ඔබගේ ඇණවුම දැන්ම අප වෙත ලබා දෙන්න.

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #ordernow #orderonline","🌟 Do you want an instant glow on your face?
Original Korean Face Sheet Masks from Glitz Beauty 💖
💧 Hydrating |Brightening |Refreshing

📦 Limited stock!!🚨

📩 Place your order now.

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #ordernow #orderonline",15.0,26.0,26.0,high,https://www.facebook.com/reel/1233391505034884/
"✨🌸✨GLITZ BEAUTY ✨🌸✨ 

Original Korean Face Sheet Masks 😍🇰🇷

Inbox now & start your glow journey 💌

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts","✨🌸✨GLITZ BEAUTY ✨🌸✨

Original Korean Face Sheet Masks 😍🇰🇷

Inbox now & start your glow journey 💌

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox For More Details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts",14.0,24.0,0.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02wg8nvpH4aeJAsJhWpeGSg5oxdPLnE54BtMU6zZTv7Pfd9XiRgnuEmw8rLULL73j6l&id=61583800496622
අලුත් සතියක්..හැමෝටම සුබ දවසක් වේවා❤️❤️,A new week..have a good day everyone❤️❤️,5.0,1.0,2.0,medium,https://www.facebook.com/reel/26887949384168716/
එකතුවෙලා ඉන්න විශ්වාසයෙන්..ඔයාලාට අපි ගේන්නේ හොදම ප්‍රතිඵල තියන නිෂ්පාදන විතරමයි❤️❤️,Stay together with confidence..we only bring you products with the best results❤️❤️,7.0,1.0,3.0,medium,https://www.facebook.com/reel/2395828300885161/
"මේ සතියේ ඉල්ලපු හැමෝටම Youngshot සහ anti hair loss shampoo දාලා ඉවර කලා. අද හවස 3න් පස්සේ ඕඩර් කල අයට සදුදට දාලා දෙන්නම්. විශ්වාසයෙන් ගන්න ප්‍රතිඵල අනිවාර්යෙන්ම තියනවා. 
Aura K-Beauty 
01025603009","This week, Youngshot and anti hair loss shampoo were applied to everyone who asked for it.I will give it to those who ordered after 3 pm today.There are definitely results to take with confidence.
Aura K-Beauty
01025603009",5.0,0.0,1.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid0P272ywAmTfcZH7haB1xPtii1sBokLHmfHoXYPHrZpoN34yimvJisJuVgG759GEzNl&id=61588469053416
"Glass Skin එකක් ඕනෙද? 

✨Medicube PDRN Pink Collagen capsule Cream           එකෙන් ඔබේ සමට ක්ෂණික දීප්තියක් සහ තරුණ පෙනුමක් ලබාගන්න. 

💖අදම ඔබේ සමට ආදරය කරන්න පටන් ගන්න! 🌸                                     සම දිලිසෙන්න රහස මෙන්න! 🎀.    

✅ සම ඇතුළතින්ම පෝෂණය කරයි. 
✅ රැළි වැටීම පාලනය කරයි.         
✅ දවස පුරා සම තෙතමනයෙන් තබයි. 
Medicube සමඟින් වෙනස අත්විඳින්න! ✨

📩 Whatapp-076 629 4351
#GlassSkin #glassskinroutine #OrderNowDeliverNow #KBeautySL #luxurycosmetics #ordernow","Want a Glass Skin?

✨Get an instant glow and youthful look to your skin with Medicube PDRN Pink Collagen capsule Cream.

💖Start loving your skin today!🌸 Here is the secret to glowing skin!🎀.

✅ Nourishes the skin from within.
✅ Controls frizz.
✅ Keeps skin moisturized throughout the day.
Experience the difference with Medicube!✨

📩 Whatsapp-076 629 4351
#GlassSkin #glassskinroutine #OrderNowDeliverNow #KBeautySL #luxurycosmetics #ordernow",10.0,3.0,34.0,high,https://www.facebook.com/61576421783955/videos/1664446161357427/
"✨ LAUNCH DAY SPECIAL GIFT! ✨

ඔබේ සමට කොරියානු සත්කාරයක අත්දැකීම ලබා දෙන්න අප සූදානම්! K-Beauty Lounge නිල වශයෙන් ආරම්භ කරන අද දිනයේ, අපෙන් ඇණවුම් කරන ඔබ වෙනුවෙන්ම සුවිශේෂී තෑග්ගක්... 🎁🌸
🛍️ පළමු ඇණවුම් 25 සඳහා පමණයි!
අද දින අපෙන් ඇණවුම් කරන පළමු වාසනාවන්ත පාරිභෝගිකයින් 25 දෙනා සඳහා, සමට පෝෂණය සහ සජලනය ලබා දෙන EUNYUL Korean Face Mask එකක් සම්පූර්ණයෙන්ම නොමිලේ (FREE) හිමිවේ!
✨ ඇයි මේ අවස්ථාව මඟ හැර නොගත යුත්තේ?
• Medicube සහ Axis-Y වැනි ලොව සුපතල සන්නාමයන්හි 100% ක් නිවැරදි නිෂ්පාදන ලබාගැනීමට ඇති හොඳම අවස්ථාව.
• ඔබේ සමට අවශ්‍ය සැබෑ 'Glass Skin' දීප්තිය ලබාගන්න අදම ඇණවුම් කරන්න.

✅ Launch Offer: Get a Free Face Mask with your order!

(පළමු ඇණවුම් 25 සඳහා පමණක් වලංගු වේ)
🚀 ප්‍රතිලාභය ලබාගන්න දැන්ම අපට පණිවිඩයක් එවන්න!
📲 WhatsApp: 076 629 4351 
#KBeautySL #glassskinroutine #luxurycosmetics #srilanka #ordernow #kbeauty #glassskin #impact #OrderNowDeliverNow","✨ LAUNCH DAY SPECIAL GIFT!✨

We are ready to give your skin the experience of Korean care!On today's official launch of K-Beauty Lounge, a special gift for those who order from us... 🎁🌸
🛍️ Only for the first 25 orders!
For the first 25 lucky customers who order from us today, they will receive a FREE EUNYUL Korean Face Mask that nourishes and hydrates the skin!
✨ Why not miss this opportunity?
• Best chance to get 100% correct products from world health brands like Medicube and Axis-Y.
• Order today to get the true 'Glass Skin' glow your skin needs.

✅ Launch Offer: Get a Free Face Mask with your order!

(Valid for first 25 orders only)
🚀 Message us now to get the benefit!
📲 WhatsApp: 076 629 4351
#KBeautySL #glassskinroutine #luxurycosmetics #srilanka #ordernow #kbeauty #glassskin #impact #OrderNowDeliverNow",5.0,2.0,2.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid033R7j6kTuBJcJWoy7a6CBzjQE5dSpouZxntTB84Mpoqyutjo37HN9uL6DsKCgH9nil&id=61576421783955
"🌹 Reveal Your Natural Radiance with AXIS-Y Glow Serum 🌹

සමේ ඇති අඳුරු ලප (Dark Spots) සහ කුරුලෑ කැළැල් නිසා ඔබේ සුන්දරත්වය යටපත් වී ඇත්ද? 5% Niacinamide අඩංගු මෙම සුප්‍රසිද්ධ AXIS-Y Glow Serum එක මඟින් ඔබේ සමට නව ජීවයක් ලබා දෙන්න! ✨
මෙම සීරම් එක මෙතරම් ජනප්‍රිය වීමට හේතු 3ක් මෙන්න:
💎 Corrects & Brightens: සමේ ඇති අසමාන පැහැය (Uneven skin tone) සහ තද ලප ඉතා ඉක්මනින් මකා දමා සම පැහැපත් කරයි.
💎 Deep Hydration: සජලනය ලබා දෙන Squalane අඩංගු බැවින්, සම වියළීමකින් තොරව දවස පුරාම තෙතමනය සහ දීප්තිය (Glow) රඳවා තබයි.
💎 Gentle & Effective: ඕනෑම සමේ වර්ගයකට (විශේෂයෙන් කුරුලෑ සහිත සංවේදී සමට) ඉතාමත් ගැලපෙන සැහැල්ලු සත්කාරයකි.
✨ ඇයි AXIS-Y තෝරාගත යුත්තේ? ✨
මෙය Vegan සහ Cruelty-free නිෂ්පාදනයක් වන අතර, ස්වාභාවික සාරය (Plant-derived ingredients) මඟින් ඔබේ සමට කිසිදු හානියකින් තොරව ""Glass Skin"" පෙනුමක් ලබා දෙයි. 🌿✨
How to Use:
පිරිසිදු කරගත් මුහුණේ ස්වල්පයක් ආලේප කර සමට අවශෝෂණය වන තෙක් මෘදු ලෙස පිරිමදින්න. උදෑසන සහ රාත්‍රී කාලයේදී භාවිතා කිරීමෙන් උපරිම ප්‍රතිඵල ලබාගත හැකියි. 💆‍♀️
✅ 100% Authentic Korean Import
✅ The Ultimate Glow Solution

Price- 5500/=

🛍️ අදම ඔබේ ඇණවුම වෙන්කරවා ගන්න:
📩 Direct Message (DM) / 
WhatsApp: 076 629 4351
#skincare #KBeautySL #glassskinroutine #luxurycosmetics #srilanka #ordernow #kbeauty #import","🌹 Reveal Your Natural Radiance with AXIS-Y Glow Serum 🌹

Dark spots and acne scars on the skin are undermining your beauty?Revitalize your skin with this famous AXIS-Y Glow Serum containing 5% Niacinamide!✨
Here are 3 reasons why this serum is so popular:
💎 Corrects & Brightens: Uneven skin tone and dark spots are quickly erased and brightens the skin.
💎 Deep Hydration: As it contains Squalane which provides hydration, it retains moisture and glow throughout the day without drying the skin.
💎 Gentle & Effective: A gentle treatment suitable for any skin type (especially sensitive skin with acne).
✨ Why choose AXIS-Y?✨
This is a Vegan and Cruelty-free product, and the natural extracts (Plant-derived ingredients) give your skin a ""Glass Skin"" look without any harm.🌿✨
How to Use:
Apply a small amount on cleansed face and massage gently until absorbed.Use in the morning and at night for maximum results.💆‍♀️
✅ 100% Authentic Korean Import
✅ The Ultimate Glow Solution

Price- 5500/=

🛍️ Book your order today:
📩 Direct Message (DM) /
WhatsApp: 076 629 4351
#skincare #KBeautySL #glassskinroutine #luxurycosmetics #srilanka #ordernow #kbeauty #import",6.0,7.0,18.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0L8MkRsY3Kknn1T7wbC2Yd5yLbjaayGLmDE4M9pAEqcjatw6GQV1Z3PzjMssNreGDl&id=61576421783955
අපිව විශ්වාස කරන ඔයාලට ගොඩක් ස්තුතියි 🙏🙏,Thank you very much for trusting us,13.0,6.0,3.0,high,https://www.facebook.com/reel/1526081302564427/
"කාන්තා, පිරිමි කියලා වෙනසක් නැතුව ලස්සනට ඉන්න කැමති ඔයාලට..

YOUNGSHOT Milky Essence 🇰🇷

ඔයාගේ සමට අවශ්‍ය hydration, softness, සහ natural glow එක එකවරම ලබාදෙන premium Korean essence එක💧

🌿 Centella Asiatica (70%) සමඟ
✔️ සමට ගැලපෙන deep hydration
✔️ dull skin එක bright කරයි
✔️ skin texture smooth කරයි
✔️ sensitive skin වලටත් සුදුසුයි

දිනපතා භාවිතා කරන විට,
👉 නිරෝගී, දිලිසෙන, baby-soft skin එකක් ලබාගන්න පුළුවන් ✨

📦 Limited stock available!

📞 Order කරන්න: 010-2560-3009

#GlowSkin #KoreanSkincare #Youngshot #MilkyEssence #HealthySkin #GlassSkin #KBeauty #SkinCareRoutine","For those of you who want to look beautiful regardless of whether you are a woman or a man.

YOUNGSHOT Milky Essence 🇰🇷

The premium Korean essence that gives your skin the hydration, softness, and natural glow it needs at the same time

🌿 With Centella Asiatica (70%).
✔️ Deep hydration suitable for the skin
✔️ Brightens the dull skin
✔️ Makes skin texture smooth
✔️ Suitable for sensitive skin

When used daily,
👉 You can get a healthy, shiny, baby-soft skin ✨

📦 Limited stock available!

📞 Order: 010-2560-3009

#GlowSkin #KoreanSkincare #Youngshot #MilkyEssence #HealthySkin #GlassSkin #KBeauty #SkinCareRoutine",2.0,3.0,3.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid02ahKHih2AgmKowEeEs1vhmPhj11KyHFZpyDdhKwYpQ1udgJezPVxfea9M8q8FncFql&id=61588469053416
"ඔබේ සමට නව ජීවයක් දෙන 
YOUNGSHOT Milky Essence 

කැළැල්, Acne, dull skin වලට හොඳ විසඳුමක් හොයනවාද?
ඔබට අවශ්‍ය solution එකක්! 💯

🌿 Centella Asiatica 70% සමග සකස් කරපු මේ essence එක
✔️ Acne අඩු කරයි
✔️ සම පැහැදිලි කරයි
✔️ Skin tone එක bright කරයි
✔️ Soft & smooth feel එකක් ලබාදෙයි

💧 Glycolic care technology එකෙන්
සම තවත් refine කරලා glow එකක් ❤️❤️

Made in Korea trusted quality product එකක්
✔️ ISO certified

📦 දැන්ම order කරන්න
📞 010-2560-3009

#KoreanSkincare #Youngshot #MilkyEssence #AcneFreeSkin #ClearSkin #GlassSkin #SkincareRoutine #KBeauty #KoreanBeauty #HealthySkin
#GlowSkin #BrightSkin #SkinCareSriLanka #BeautyCare #FaceCare #CentellaAsiatica #AcneSolution #SkinGlow #DailySkincare #SoftSkin
#MadeInKorea #KoreaProducts #BeautyProducts #AuraBeauty #SkincareAddict #NaturalGlow #SkinRepair #TrendingNow #FBShop #OrderNow","Gives new life to your skin
YOUNGSHOT Milky Essence

Looking for a good solution to scars, acne, dull skin?
A solution you need!💯

🌿 This essence prepared with 70% Centella Asiatica
✔️ Reduces acne
✔️ Clarifies the skin
✔️ Brightens the skin tone
✔️ Gives a soft & smooth feel

💧 Glycolic care technology
The skin is refined and glows ❤️❤️

Made in Korea is a trusted quality product
✔️ ISO certified

📦 Order now
📞 010-2560-3009

#KoreanSkincare #Youngshot #MilkyEssence #AcneFreeSkin #ClearSkin #GlassSkin #SkincareRoutine #KBeauty #KoreanBeauty #HealthySkin
#GlowSkin #BrightSkin #SkinCareSriLanka #BeautyCare #FaceCare #CentellaAsiatica #AcneSolution #SkinGlow #DailySkincare #SoftSkin
#MadeInKorea #KoreaProducts #BeautyProducts #AuraBeauty #SkincareAddict #NaturalGlow #SkinRepair #TrendingNow #FBShop #OrderNow",3.0,2.0,2.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid0bXNNBrN4m7HHQg37G6NLdZ4g5JVJoz38gkJ8nFLU81kfVPDPP64Q4bNWbyjgs5Ssl&id=61588469053416
"✨🌸✨ GLITZ BEAUTY ✨🌸✨

Original Korean Face Sheet Masks 😍🇰🇷

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #orderpacking #collagen #gifts","✨🌸✨ GLITZ BEAUTY ✨🌸✨

Original Korean Face Sheet Masks 😍🇰🇷

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox For More Details
📞 Whatsapp - 076-7806132

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #orderpacking #collagen #gifts",15.0,26.0,22.0,high,https://www.facebook.com/reel/785409807422480/
"Dispatched Orders 😍😍😍

Girls ❤️ Boys – හැමෝටම සුදුසුයි 🌸

හැමෝටම use කරන්න පුළුවන් නිසා ඔයාගේ එයාටත් Glow වෙන්න Gift එකක් දෙමුද ??😍

Original Korean Face Sheet Masks 🥰🥰🥰

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #dispatchedorders #giftideas","Dispatched Orders 😍😍😍

Girls ❤️ Boys – suitable for everyone 🌸

Because everyone can use it, why not give a gift to your husband to glow??😍

Original Korean Face Sheet Masks

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #dispatchedorders #giftideas",16.0,25.0,1.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0AXpjf5QYMTeotDbuKqhgqo18A3ssYg8EM93NE7zmp7RMSWohiF2ZHV2Rg61F3SWXl&id=61583800496622
"සැලෝන් යන්න වෙලාවක් නැති අයට රහසක් 🤫🤫

Girls ලට වගේම Boys  ලටත් මේ Face Sheet Mask   Use කරන්න පුළුවන් ...😃😃😃

ඔයාගේ එයාටත් ලස්සන වෙන්න Gift එකක් විදියට දෙන්න දැන් ම අපට කතා කරන්න. 

COLLAGEN 🐚

ALOE 🟢

SNAIL🐌

AVOCADO🥑

POMEGRANATE 🍑

ඔයාලට original face sheet mask කැමති වර්ගයකින් කැමති විදියට  Order එකක් දාගන්න අදම GLITZ BEAUTY  අපේ whatsapp number එකට massage එකක් දාන්න.

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #anniversarygift #birthdaygift #giftideas #gifts #collagen","A secret for those who don't have time to go to the salon 🤫🤫

Girls and boys can use this face sheet mask...😃😃😃

Call us now to make your husband beautiful as a gift.

COLLAGEN 🐚

ALOE 🟢

SNAIL🐌

AVOCADO🥑

POMEGRANATE 🍑

To place an order in the type of original face sheet mask you like, send a massage to our GLITZ BEAUTY whatsapp number today.

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #anniversarygift #birthdaygift #giftideas #gifts #collagen",14.0,22.0,4.0,high,https://www.facebook.com/reel/1903528880258194/
ඔයාලට හරියනම නිෂ්පාදනය ❤️❤️,The right product for you ❤️❤️,1.0,1.0,2.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid02JRJakq6HrjaektnzAVFhXfVh9ZGX1tAKn7YqW6QkS4FPa2FSVzGGDHaTQ3y1ZCZCl&id=61588469053416
"MORE THAN 8
📌හිස කෙස් ගැලවී යාම
📌හිස කෙස් තුනී වීම
📌තට්ටය පෑදීම
📌අලුත් හිස කෙස් වල වර්ධනය අඩාල 
      වීම
😞 ඔයාලගෙත් හිස කෙස් වල මේ වගේ ප්‍රශ්න තියෙනවද?

😎 ඒ සියලු ගැටලු වලට Aura K-Beauty වෙතින් අපි ඔයාලට හඳුන්වලා දීපු සුපිරිම නිශ්පාදනය තමයි MORE THAN 8 🔥

+82 10-2560-3009
 #koreaproducts #kbeauty #skincare #glowingskin #MilkyEssence #beautylanka #koreanskincare #youngshot #SinhalaAds #unisexskincare #hairtreatment","MORE THAN 8
Hair loss
Thinning of hair
📌 Baldness
📌 Inhibits the growth of new hair
being
😞 Do you have similar problems with your hair?

😎 For all those problems, the best product we have introduced to you from Aura K-Beauty is MORE THAN 8 🔥

+82 10-2560-3009
#koreaproducts #kbeauty #skincare #glowingskin #MilkyEssence #beautylanka #koreanskincare #youngshot #SinhalaAds #unisexskincare #hairtreatment",144.0,12.0,12.0,high,https://www.facebook.com/reel/950178800939230/
අපගේ පාරිභොගිකයන්ටත් සියලු ලක්වැසියන්ටත් සුබ අලුත් අවුරුද්දක් වේවා🙏🙏,Happy New Year to all our customers,4.0,2.0,2.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid04BgAneZAyhYYiiYMpRjTTUyDv9bHpBrxu96rahaDW4vu44FwXaC8VMxWLa38Vxi3l&id=61588469053416
😍😍,😍😍,20.0,17.0,18.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02huotdKAYCPzixp9jBy8cEJmyuAShbBonSS47fcXyuab2p2FZJy1zMwsSkaUP7Vo8l&id=61583800496622
"Hi 🤩✨ ඉතින් Valentine Offer එකක් අරගෙන තමයි මේ ආවේ....🎊️🎉️✨

💖 මේ Valentine එකේ ආදරේ විතරක් නෙවෙයි… Glow එකත් share කරමු 💖

ඔයාගේ skin එකට instant freshness එකක්, natural glow එකක් ලබා දෙන්න.

Girls ❤️ Boys – හැමෝටම සුදුසුයි 🌸

ඔයාටම gift එකක් දාගන්නත්,
ඔයා ආදරේ කරන කෙනාට surprise එකක් දාන්නත් පුළුවන් 🎁🥰

හැමෝටම use කරන්න පුළුවන් නිසා ඔයාගේ එයාටත් Glow වෙන්න Gift එකක් දෙමුද ??😍

Original Korean Face Sheet Masks 🥰🥰🥰

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #valentinesdaygiftideas #ValentinesDay2026 #valentineoffer","Hi 🤩✨ So I came here with a Valentine Offer....🎊️🎉️✨

💖 Not only love this Valentine... Let's share Glow too 💖

Give your skin an instant freshness and a natural glow.

Girls ❤️ Boys – suitable for everyone 🌸

Give yourself a gift,
You can send a surprise to the person you love 🎁🥰

Because everyone can use it, why not give a gift to your husband to glow??😍

Original Korean Face Sheet Masks

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #valentinesdaygiftideas #ValentinesDay2026 #valentineoffer",31.0,44.0,44.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02YZ9KUFtR8XtFzyNTaoBWsSXWyLUPCYAy7Stb6nmJifhJDhPmPYn5gmEmdsRKMEnLl&id=61583800496622
"Customer Feed Back 🥰❤️

#customerfeedback #koreanfacesheet #glassskin #collagen #snail #ALOE #avacado #pomagranate #koreanbeauty #KBeauty #SheetMaskLove #skincare","Customer Feed Back 🥰❤️

#customerfeedback #koreanfacesheet #glassskin #collagen #snail #ALOE #avacado #pomagranate #koreanbeauty #KBeauty #SheetMaskLove #skincare",10.0,39.0,0.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02UUhohUtMDDLLrZzbXocPGFdjYmJUy6b6AGNMbhFF8HiCzwaJMKtxDZ2dxY75SQoQl&id=61583800496622
